movie_id,name_rus,kp_rating,movie_duration,kp_rating_count,movie_year,imdb_rating,imdb_rating_count,genres,countries,budget,critics_rating,name_eng
10000,˜˜˜˜˜˜˜˜,7.411,104,518.0,1938,7.6,8585.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜]",[˜˜˜],$1˜250˜000,94.0,Jezebel
100049,47 ˜˜˜˜˜˜˜,7.66,204,297.0,1962,7.8,1496.0,"[˜˜˜˜˜˜, ˜˜˜˜˜, ˜˜˜˜˜˜˜]",[˜˜˜˜˜˜],,,Ch?shingura
10005,˜˜˜˜˜ ˜˜˜˜ ˜˜˜,7.168,86,330.0,1937,7.4,3812.0,"[˜˜˜˜˜-˜˜˜˜, ˜˜˜˜˜, ˜˜˜˜˜˜˜˜]",[˜˜˜],$575˜000,100.0,You Only Live Once
100053,˜˜˜˜˜˜˜2,7.745,113,109.0,2003,6.5,393.0,"[˜˜˜˜˜˜˜, ˜˜˜˜˜˜]",[˜˜˜˜˜˜],,,Onmyoji˜2
100096,"˜˜˜˜˜, ˜˜˜˜˜˜˜ ˜˜ ˜˜˜˜˜˜",4.286,85,151.0,1977,4.9,1211.0,[˜˜˜˜˜],[˜˜˜˜˜˜],CAD 250˜000,,Ilsa the Tigress of Siberia
100098,˜˜˜˜˜˜˜ ˜˜˜˜˜˜˜!,7.22,105,225.0,1975,6.2,228.0,[˜˜˜˜˜˜˜],[˜˜˜˜˜˜˜],,,Pas de probl?me!
10023,˜˜˜˜˜˜ ˜˜˜˜˜˜˜˜,7.787,128,5792.0,1969,6.8,5741.0,"[˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜˜˜]",[˜˜˜],$7˜000˜000,,Mackenna's Gold
10025,˜˜˜˜ ˜˜˜˜˜˜,6.556,93,563.0,1968,6.5,11252.0,"[˜˜˜˜˜˜, ˜˜˜˜˜˜˜]",[˜˜˜],,94.0,Coogan's Bluff
10026,˜˜˜˜ ˜˜˜˜˜˜˜˜˜˜ ˜˜˜˜,7.365,112,199.0,1967,7.1,689.0,"[˜˜˜˜˜˜˜, ˜˜˜˜˜, ˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜]","[˜˜˜˜˜˜, ˜˜˜˜˜˜˜]",,,Il giorno della civetta
100261,˜˜˜˜˜˜˜˜ 964,5.709,97,308.0,1991,5.6,1134.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜˜]",[˜˜˜˜˜˜],,,964 Pinocchio
10033,˜˜˜˜˜,6.599,208,193.0,1960,6.8,6618.0,"[˜˜˜˜˜˜, ˜˜˜˜˜, ˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜]",[˜˜˜],$4˜000˜000,62.0,Exodus
10037,˜˜˜˜˜˜ ˜˜˜˜˜˜˜˜˜˜,6.368,145,121.0,1958,6.8,1828.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜]",[˜˜˜],,22.0,The Brothers Karamazov
10038,˜˜˜ ˜˜˜˜ ˜˜˜,7.765,91,735.0,1957,7.2,5222.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜˜]",[˜˜˜],,93.0,The Three Faces of Eve
10040,˜˜˜˜˜˜˜ ˜ ˜˜˜˜˜ ˜˜˜˜˜˜˜˜˜˜ ˜˜˜˜˜˜˜,7.376,153,109.0,1956,7.2,2395.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜]",[˜˜˜],,75.0,The Man in the Gray Flannel Suit
10041,˜˜˜˜˜ ˜˜˜˜ ˜˜˜˜,6.938,87,107.0,1955,6.5,1662.0,[˜˜˜˜˜],[˜˜˜],,,The Left Hand of God
1005,˜˜˜˜ ˜˜˜˜˜ ˜˜˜˜˜˜˜,7.159,118,164.0,1942,7.6,5173.0,"[˜˜˜˜˜˜˜, ˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜]",[˜˜˜],,93.0,The Talk of the Town
10051,˜˜˜˜˜˜˜˜˜ ˜˜˜˜˜,7.377,94,251.0,1949,7.7,3475.0,"[˜˜˜˜˜-˜˜˜˜, ˜˜˜˜˜˜˜, ˜˜˜˜˜]",[˜˜˜],,,Thieves' Highway
10055,˜˜˜˜˜˜˜˜!,6.906,88,153.0,1947,7.3,2680.0,"[˜˜˜˜˜-˜˜˜˜, ˜˜˜˜˜, ˜˜˜˜˜˜˜˜]",[˜˜˜],$1˜140˜000,75.0,Boomerang!
100552,˜˜˜˜ ˜˜˜˜,6.395,91,640.0,2006,5.6,6147.0,"[˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜]",[˜˜˜],$15˜000˜000,26.0,Hoot
100553,˜˜˜˜˜˜˜ ˜˜˜˜,6.789,48,436.0,1965,8.1,4656.0,"[˜˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜, ˜˜˜˜˜˜˜]",[˜˜˜˜˜˜˜˜˜˜˜˜˜˜],,92.0,The War Game
100563,˜˜˜˜˜˜,7.225,85,166.0,1928,7.8,1921.0,"[˜˜˜˜˜˜, ˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜]",[˜˜˜],,,Speedy
10058,˜˜˜˜ ˜ ˜˜˜˜˜˜ ˜˜˜˜˜,6.617,128,181.0,1946,7.1,1561.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜]",[˜˜˜],,88.0,Anna and the King of Siam
1006,˜˜˜˜˜˜˜˜˜˜,7.508,99,2146.0,1941,7.5,22794.0,"[˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜]",[˜˜˜],$1˜800˜000,100.0,Suspicion
100607,˜˜˜˜˜˜ ˜˜˜˜ ˜˜˜˜˜˜˜˜˜,7.142,87,338.0,1971,7.7,1039.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜]","[˜˜˜˜˜˜˜, ˜˜˜˜˜˜]",,100.0,Quatre nuits d'un r?veur
100627,˜˜˜˜˜˜˜˜˜ ˜˜˜ ˜˜˜˜˜˜,5.73,98,121.0,1975,5.8,1250.0,"[˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜]",[˜˜˜˜˜˜],,,Nude per l'assassino
1007,˜˜˜˜˜˜˜˜ ˜˜˜˜˜˜˜˜,7.682,119,178.0,1941,7.2,4444.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜]",[˜˜˜],,93.0,Penny Serenade
10074,˜˜˜˜˜˜˜˜˜˜˜˜˜˜ ˜˜˜˜˜˜˜˜,7.154,97,6694.0,1989,7.6,98361.0,"[˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜]",[˜˜˜],$27˜000˜000,64.0,Christmas Vacation
10079,˜˜˜˜! ˜˜˜˜! ˜˜˜˜!,7.544,144,803.0,1970,7.5,24305.0,"[˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜, ˜˜˜˜˜˜, ˜˜˜˜˜]","[˜˜˜˜˜˜, ˜˜˜]",$25˜000˜000,59.0,Tora! Tora! Tora!
10080,˜˜˜˜˜˜˜˜˜˜˜ ˜˜˜˜,7.014,112,124.0,1969,6.7,6183.0,"[˜˜˜˜˜˜, ˜˜˜˜˜, ˜˜˜˜˜˜˜]",[˜˜˜],,,The Bridge at Remagen
100847,˜˜˜˜˜ ˜˜˜˜˜˜ ˜ ˜˜˜˜˜˜˜˜˜˜˜˜,4.867,75,105.0,1980,4.4,126.0,"[˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜]",[˜˜˜˜˜˜˜˜˜],,,Sechs Schwedinnen von der Tankstelle
10088,˜˜˜˜˜˜˜˜˜ ˜˜˜˜˜,6.661,96,103.0,1954,7.0,2321.0,[˜˜˜˜˜˜˜],[˜˜˜],$2˜000˜000,,Broken Lance
1009,˜˜˜ ˜˜˜˜˜˜˜ ˜˜˜˜,7.186,88,165.0,1940,7.4,6858.0,"[˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜]",[˜˜˜],,85.0,My Favorite Wife
10098,˜˜˜ ˜˜˜˜ ˜ ˜˜˜,7.85,112,637.0,1962,7.9,8615.0,[˜˜˜˜˜],[˜˜˜],,100.0,Days of Wine and Roses
10104,˜˜˜˜˜ ˜˜˜˜˜ ˜˜˜,6.184,110,133.0,1992,5.7,2681.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜]",[˜˜˜],,23.0,A Stranger Among Us
10105,˜˜ ˜˜˜˜˜˜˜˜ ˜˜˜˜,7.633,116,531.0,1988,7.7,9725.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜]",[˜˜˜],$3˜000˜000,85.0,Running on Empty
10106,˜˜ ˜˜˜˜˜˜˜˜˜ ˜˜˜˜,6.438,103,278.0,1986,6.0,4457.0,"[˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜]",[˜˜˜],,71.0,The Morning After
10107,˜˜˜˜˜˜˜˜˜˜˜ ˜˜˜˜˜˜˜,7.05,116,681.0,1982,7.0,8657.0,"[˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜]",[˜˜˜],,75.0,Deathtrap
10109,˜˜˜˜˜,7.136,137,433.0,1977,7.2,5614.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜˜]","[˜˜˜, ˜˜˜˜˜˜˜˜˜˜˜˜˜˜]",,71.0,Equus
101095,˜˜˜˜˜,7.727,125,8635.0,1975,6.6,2082.0,"[˜˜˜˜˜˜, ˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜]","[˜˜˜˜˜˜, ˜˜˜˜˜˜˜]",,,Zorro
1011,˜˜˜˜˜˜ ˜ ˜˜˜˜˜˜˜ ˜˜˜˜ ˜˜˜˜˜˜,7.341,121,371.0,1939,7.7,8485.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜˜˜]",[˜˜˜],,100.0,Only Angels Have Wings
10110,˜˜˜˜˜˜˜˜˜˜˜,7.004,113,316.0,1973,7.1,3772.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜]","[˜˜˜˜˜˜˜˜˜˜˜˜˜˜, ˜˜˜]",,,The Offence
10111,˜˜˜˜˜˜˜ ˜˜˜˜,6.807,100,140.0,1972,6.1,573.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜, ˜˜˜˜˜, ˜˜˜˜˜˜˜˜]",[˜˜˜],,,Child's Play
10114,˜˜˜˜˜˜˜˜,7.068,115,117.0,1969,5.7,550.0,[˜˜˜˜˜],[˜˜˜],,,The Appointment
10117,˜˜˜˜ ˜˜˜˜˜˜˜˜˜˜,6.822,107,139.0,1966,6.8,1675.0,"[˜˜˜˜˜˜˜, ˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜]",[˜˜˜˜˜˜˜˜˜˜˜˜˜˜],,,The Deadly Affair
10119,˜˜˜˜,8.021,123,439.0,1965,7.9,9088.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜]",[˜˜˜˜˜˜˜˜˜˜˜˜˜˜],,100.0,The Hill
1012,˜˜˜˜˜ ˜˜˜,6.461,117,198.0,1939,7.5,8539.0,"[˜˜˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜]",[˜˜˜],$1˜910˜000,92.0,Gunga Din
10120,˜˜˜˜˜˜˜˜˜,7.549,116,261.0,1964,7.8,5762.0,[˜˜˜˜˜],[˜˜˜],$500˜000,100.0,The Pawnbroker
10122,˜˜˜˜˜ ˜˜˜˜˜˜˜,7.144,92,114.0,1959,6.3,380.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜]",[˜˜˜],,,That Kind of Woman
101230,˜˜˜˜˜˜˜˜,6.834,106,113.0,1972,7.3,498.0,"[˜˜˜˜˜, ˜˜˜˜˜]",[˜˜˜˜˜˜˜˜˜˜˜˜],,,Morgiana
10125,˜˜˜˜˜˜˜ ˜˜˜˜˜˜˜˜,6.957,106,2559.0,2003,6.7,4251.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜]",[˜˜˜˜˜˜˜˜˜˜˜˜˜˜],,66.0,Bright Young Things
10126,˜˜˜˜˜˜˜˜˜ ˜˜˜˜˜˜˜,5.902,85,105.0,2002,5.8,465.0,[˜˜˜˜˜],"[˜˜˜˜˜˜˜˜˜˜˜˜˜˜, ˜˜˜]",,,The Final Curtain
10127,˜˜˜˜˜˜ ˜˜˜˜˜˜˜˜˜,7.645,106,441.0,2002,6.1,1296.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜]","[˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜˜˜˜˜˜]",$12˜000˜000,,Global Heresy
10130,˜˜˜˜˜˜˜,5.888,96,1716.0,1998,5.4,15744.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜]","[˜˜˜, ˜˜˜˜˜˜]",,13.0,Phantoms
10133,˜˜˜˜˜˜ ˜˜˜˜˜,6.667,97,3636.0,1991,5.1,12037.0,"[˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜]",[˜˜˜],,20.0,King Ralph
101333,˜˜˜˜˜ ˜˜˜˜˜,7.734,103,251.0,1969,8.0,964.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜]",[˜˜˜˜˜˜˜˜˜˜˜˜],,,Kladivo na carodejnice
10134,˜˜˜˜˜˜ ˜˜˜˜˜,7.47,116,327.0,1990,7.0,562.0,"[˜˜˜˜˜˜˜, ˜˜˜˜˜, ˜˜˜˜˜˜˜]",[˜˜˜˜˜˜˜˜˜˜],,,Wings of Fame
10135,˜ ˜˜˜˜˜˜ ˜˜˜˜,6.754,109,185.0,1989,6.3,180.0,[˜˜˜˜˜],"[˜˜˜˜˜˜, ˜˜˜˜˜˜˜]",,,In una notte di chiaro di luna
101353,˜˜˜˜˜˜˜ ˜˜˜˜˜˜,7.189,95,204.0,1972,7.9,675.0,"[˜˜˜˜˜˜, ˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜]","[˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜ (˜˜˜)]",,,Cu m?inile curate
10136,˜˜˜˜˜˜˜˜,5.034,120,636.0,1984,4.3,13435.0,"[˜˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜, ˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜˜˜]","[˜˜˜˜˜˜˜˜˜˜˜˜˜˜, ˜˜˜]",$35˜000˜000,7.0,Supergirl
1014,˜˜˜˜˜˜˜˜,7.799,95,707.0,1938,7.9,10406.0,"[˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜]",[˜˜˜],,100.0,Holiday
10141,˜˜˜ ˜˜˜˜˜˜ ˜˜˜,6.677,92,140.0,1982,7.4,6788.0,[˜˜˜˜˜˜˜],[˜˜˜],,100.0,My Favorite Year
10142,˜˜˜˜˜˜˜˜,5.986,156,5568.0,1979,5.2,26269.0,"[˜˜˜ ˜˜˜˜˜˜˜˜, ˜˜˜˜˜, ˜˜˜˜˜˜˜]","[˜˜˜˜˜˜, ˜˜˜]",$17˜500˜000,,Caligula
10143,˜˜˜˜˜˜˜ ˜˜˜˜˜˜˜,6.844,113,151.0,1979,6.6,4679.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜]","[˜˜˜, ˜˜˜, ˜˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜˜˜˜˜˜]",,57.0,Zulu Dawn
101433,˜˜˜˜˜˜˜˜ ˜˜˜˜˜˜˜ ˜˜˜˜˜˜˜˜,7.445,114,148.0,1973,7.6,689.0,"[˜˜˜˜˜˜, ˜˜˜˜˜˜˜, ˜˜˜˜˜, ˜˜˜˜˜˜˜˜]",[˜˜˜˜˜˜˜],,,Un comisar acuza
10148,˜˜˜˜˜˜˜˜ ˜˜˜˜˜,7.654,154,297.0,1972,7.6,4570.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜, ˜˜˜˜˜˜]",[˜˜˜˜˜˜˜˜˜˜˜˜˜˜],,82.0,The Ruling Class
10149,˜˜˜˜˜˜˜ ˜˜ ˜˜ ˜˜˜˜˜,7.493,132,165.0,1972,6.6,2874.0,"[˜˜˜˜˜˜, ˜˜˜˜˜˜˜, ˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜]","[˜˜˜˜˜˜, ˜˜˜]",$12˜000˜000,,Man of La Mancha
1015,˜˜˜˜˜˜˜ ˜˜˜˜˜˜,7.113,91,720.0,1937,8.0,13189.0,"[˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜]",[˜˜˜],,91.0,The Awful Truth
10151,˜˜˜˜˜ ˜˜˜˜˜,7.21,107,136.0,1970,6.9,2233.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜]",[˜˜˜˜˜˜˜˜˜˜˜˜˜˜],,,Murphy's War
10155,˜˜˜˜ ˜˜˜˜˜˜˜˜˜,7.312,148,334.0,1966,7.4,4673.0,"[˜˜˜˜˜˜˜, ˜˜˜˜˜, ˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜]","[˜˜˜˜˜˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜]",,,The Night of the Generals
10156,˜˜˜ ˜˜˜˜˜˜˜ ˜˜˜˜˜˜˜,8.242,123,48124.0,1966,7.6,16484.0,"[˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜]",[˜˜˜],$6˜000˜000,100.0,How to Steal a Million
10157,˜˜˜˜˜,7.255,117,150.0,1965,6.2,2005.0,[˜˜˜˜˜],[˜˜˜],$5˜300˜000,10.0,The Sandpiper
10158,"˜˜˜ ˜˜˜˜˜˜, ˜˜˜˜˜˜˜?",6.895,108,566.0,1965,6.2,7652.0,[˜˜˜˜˜˜˜],"[˜˜˜˜˜˜˜, ˜˜˜]",,31.0,What's New Pussycat
101631,˜ ˜˜˜˜˜˜ ˜˜˜˜˜˜ ˜˜˜˜˜˜˜,7.315,93,167.0,1980,8.0,1483.0,[˜˜˜˜˜˜˜],[˜˜˜˜˜˜˜˜˜˜˜˜],,,Postriziny
10167,˜˜˜˜˜˜ ˜˜˜˜ ˜˜˜˜˜˜˜˜,6.881,104,724.0,1991,6.3,7438.0,"[˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜]",[˜˜˜],,62.0,Only the Lonely
10168,˜˜˜˜˜,7.341,124,3951.0,1989,6.2,12116.0,"[˜˜˜˜˜˜, ˜˜˜˜˜˜˜, ˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜]","[˜˜˜, ˜˜˜˜˜˜˜]",,33.0,Revenge
1017,˜˜˜˜˜˜,6.668,97,146.0,1937,7.4,4921.0,"[˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜]",[˜˜˜],$500˜000,94.0,Topper
101711,16 ˜˜˜˜˜˜˜˜˜,7.223,105,20751.0,2006,6.6,109367.0,"[˜˜˜˜˜˜, ˜˜˜˜˜˜˜, ˜˜˜˜˜, ˜˜˜˜˜˜˜˜]","[˜˜˜˜˜˜˜˜, ˜˜˜]",$52˜000˜000,55.0,16 Blocks
101729,˜˜˜˜˜˜ ˜˜˜˜,7.723,97,132.0,1967,7.9,906.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜]",[˜˜˜˜˜˜˜˜˜˜˜˜],,,?dol? vcel
10174,˜˜˜ ˜˜˜˜˜˜˜,7.347,173,176.0,1981,8.4,9033.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜]","[˜˜˜˜˜, ˜˜˜]",$35˜000˜000,80.0,Lion of the Desert
10177,˜˜˜˜˜˜˜˜,7.631,177,465.0,1976,8.6,24297.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜]","[˜˜˜˜˜, ˜˜˜˜˜, ˜˜˜˜˜˜, ˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜˜˜˜˜˜]",$10˜000˜000,,The Message
10179,˜˜˜˜,8.255,110,65520.0,1976,7.7,1968.0,"[˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜]",[˜˜˜˜˜˜],,,Bluff storia di truffe e di imbroglioni
10181,˜˜˜˜˜˜˜˜˜˜˜ ˜˜˜˜˜˜˜˜,6.252,89,103.0,1974,6.0,811.0,"[˜˜˜˜˜˜, ˜˜˜˜˜˜˜, ˜˜˜˜˜, ˜˜˜˜˜˜˜˜]","[˜˜˜˜˜˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜]",$2˜000˜000,,The Marseille Contract
10182,˜˜ ˜˜˜ ˜˜˜˜˜˜˜ 110-˜ ˜˜˜˜˜,6.899,102,132.0,1972,7.0,3292.0,"[˜˜˜˜˜˜, ˜˜˜˜˜˜˜, ˜˜˜˜˜, ˜˜˜˜˜˜˜˜]",[˜˜˜],,80.0,Across 110th Street
101879,˜˜˜˜˜˜˜˜˜˜˜ ˜˜˜˜˜˜,6.407,150,146.0,1966,7.4,63.0,"[˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜]",[˜˜˜˜˜],,,Mamta
10189,˜˜˜˜˜ ˜˜˜˜˜-˜˜˜˜˜˜˜˜,7.376,139,197.0,1969,7.5,2093.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜]",[˜˜˜],,67.0,The Secret of Santa Vittoria
1019,˜˜˜˜˜˜˜˜˜˜˜˜ ˜˜˜˜˜˜˜˜˜˜˜,6.644,61,119.0,1936,6.3,1184.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜]",[˜˜˜˜˜˜˜˜˜˜˜˜˜˜],,,The Amazing Quest of Ernest Bliss
10190,˜˜˜,5.477,117,319.0,1968,5.8,1104.0,"[˜˜˜˜˜˜˜, ˜˜˜˜˜, ˜˜˜˜˜˜˜˜]",[˜˜˜˜˜˜˜˜˜˜˜˜˜˜],,,The Magus
10196,˜˜˜˜˜˜˜˜˜ ˜˜˜˜˜,6.844,128,146.0,1966,6.6,1164.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜]",[˜˜˜],,,Lost Command
10198,˜˜˜˜ ˜˜˜˜˜,7.844,142,658.0,1964,7.8,14752.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜˜˜]","[˜˜˜˜˜˜, ˜˜˜]",$783˜000,86.0,Alexis Zorbas
10200,˜˜˜˜˜˜˜˜˜ ˜˜˜˜˜˜˜,7.225,144,182.0,1961,7.0,3653.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜]","[˜˜˜˜˜˜, ˜˜˜]",,,Barabbas
10203,˜˜˜˜˜˜˜˜˜ ˜˜˜˜˜ ˜˜ ˜˜˜ ˜˜˜˜,7.112,95,140.0,1959,7.4,4369.0,"[˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜]",[˜˜˜],,,Last Train from Gun Hill
102064,˜ ˜ ˜˜˜˜˜˜,4.606,89,192.0,1970,5.2,232.0,"[˜˜˜˜˜, ˜˜˜˜˜˜]","[˜˜˜˜˜˜˜˜ (˜˜˜), ˜˜˜˜˜˜˜˜˜]",,,Ich - Ein Groupie
102065,"˜ ˜˜-˜˜, ˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜!",4.986,85,165.0,1973,5.0,124.0,[˜˜˜˜˜˜˜],[˜˜˜˜˜˜˜˜ (˜˜˜)],,,"Geh, zieh dein Dirndl aus"
10208,˜˜˜˜˜ ˜˜˜˜˜˜˜˜˜ ˜˜˜˜˜˜˜˜˜˜,7.609,105,1615.0,1956,6.8,1670.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜, ˜˜˜˜˜]","[˜˜˜˜˜˜˜, ˜˜˜˜˜˜]",,,Notre-Dame de Paris
10210,˜˜˜˜˜ ˜˜˜˜˜,7.686,122,657.0,1956,7.4,6992.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜]",[˜˜˜],,100.0,Lust for Life
102122,˜˜˜˜˜˜˜˜,6.923,150,22969.0,2012,7.4,184772.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜]","[˜˜˜, ˜˜˜˜˜]",$65˜000˜000,90.0,Lincoln
102124,˜˜˜˜˜˜ ˜˜˜˜˜˜˜˜˜˜ ˜˜˜˜: ˜˜ ˜˜˜˜ ˜˜˜˜˜,8.039,169,184101.0,2007,7.1,439776.0,"[˜˜˜˜˜˜˜, ˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜˜˜]",[˜˜˜],$300˜000˜000,45.0,Pirates of the Caribbean: At World's End
102125,˜˜˜˜˜˜˜,7.564,143,46429.0,2006,7.5,232753.0,[˜˜˜˜˜],"[˜˜˜˜˜˜˜, ˜˜˜, ˜˜˜˜˜˜˜]",$25˜000˜000,69.0,Babel
102127,˜˜˜ ˜˜˜˜˜˜˜˜˜ ˜˜˜˜˜˜ ˜˜˜˜ ˜˜˜˜ ˜˜˜˜˜˜ ˜˜˜˜˜˜˜,7.157,160,19114.0,2007,7.6,128470.0,"[˜˜˜˜˜, ˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜]","[˜˜˜, ˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜˜˜˜˜˜]",$30˜000˜000,76.0,The Assassination of Jesse James by the Coward Robert Ford
102128,˜˜˜˜ ˜˜˜˜˜˜˜˜˜˜˜˜˜˜˜ ˜˜ ˜˜˜˜˜˜˜,7.663,107,64006.0,2008,7.1,111925.0,"[˜˜˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜, ˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜]",[˜˜˜],$39˜000˜000,38.0,The Time Traveler's Wife
102130,˜˜˜ ˜ ˜˜˜˜˜,7.822,99,80502.0,2006,6.8,107656.0,"[˜˜˜˜˜˜˜, ˜˜˜˜˜, ˜˜˜˜˜˜˜˜˜]","[˜˜˜, ˜˜˜˜˜˜˜˜˜]",$40˜000˜000,35.0,The Lake House
102133,˜˜˜˜˜ ˜˜ ˜˜˜˜˜˜˜,6.76,112,2004.0,2006,6.1,7984.0,"[˜˜˜˜˜˜˜, ˜˜˜˜˜, ˜˜˜˜˜˜˜˜, ˜˜˜˜˜˜˜˜]",[˜˜˜],$21˜000˜000,,Bordertown
